"ccode","cname","year","ccode_qog","cname_qog","ccodealp","ccodecow","version","cname_year","ccodealp_year","wdi_expedu"
558,"Nicaragua",1971,558,"Nicaragua","NIC",93,"QoGStdTSjan24","Nicaragua 1971","NIC71",2.49
558,"Nicaragua",1979,558,"Nicaragua","NIC",93,"QoGStdTSjan24","Nicaragua 1979","NIC79",2.82
558,"Nicaragua",1980,558,"Nicaragua","NIC",93,"QoGStdTSjan24","Nicaragua 1980","NIC80",3.26
558,"Nicaragua",1982,558,"Nicaragua","NIC",93,"QoGStdTSjan24","Nicaragua 1982","NIC82",3.79
558,"Nicaragua",1984,558,"Nicaragua","NIC",93,"QoGStdTSjan24","Nicaragua 1984","NIC84",5.98
558,"Nicaragua",1987,558,"Nicaragua","NIC",93,"QoGStdTSjan24","Nicaragua 1987","NIC87",5.35
558,"Nicaragua",1992,558,"Nicaragua","NIC",93,"QoGStdTSjan24","Nicaragua 1992","NIC92",2.98
558,"Nicaragua",1998,558,"Nicaragua","NIC",93,"QoGStdTSjan24","Nicaragua 1998","NIC98",2.23
558,"Nicaragua",1999,558,"Nicaragua","NIC",93,"QoGStdTSjan24","Nicaragua 1999","NIC99",2.92
558,"Nicaragua",2000,558,"Nicaragua","NIC",93,"QoGStdTSjan24","Nicaragua 2000","NIC00",3
558,"Nicaragua",2002,558,"Nicaragua","NIC",93,"QoGStdTSjan24","Nicaragua 2002","NIC02",2.39
558,"Nicaragua",2003,558,"Nicaragua","NIC",93,"QoGStdTSjan24","Nicaragua 2003","NIC03",2.42
558,"Nicaragua",2010,558,"Nicaragua","NIC",93,"QoGStdTSjan24","Nicaragua 2010","NIC10",4.48
558,"Nicaragua",2014,558,"Nicaragua","NIC",93,"QoGStdTSjan24","Nicaragua 2014","NIC14",4.08
558,"Nicaragua",2015,558,"Nicaragua","NIC",93,"QoGStdTSjan24","Nicaragua 2015","NIC15",4.08
558,"Nicaragua",2016,558,"Nicaragua","NIC",93,"QoGStdTSjan24","Nicaragua 2016","NIC16",4.08
558,"Nicaragua",2017,558,"Nicaragua","NIC",93,"QoGStdTSjan24","Nicaragua 2017","NIC17",4.36
558,"Nicaragua",2018,558,"Nicaragua","NIC",93,"QoGStdTSjan24","Nicaragua 2018","NIC18",4.47
558,"Nicaragua",2019,558,"Nicaragua","NIC",93,"QoGStdTSjan24","Nicaragua 2019","NIC19",4.6
558,"Nicaragua",2020,558,"Nicaragua","NIC",93,"QoGStdTSjan24","Nicaragua 2020","NIC20",4.58
558,"Nicaragua",2021,558,"Nicaragua","NIC",93,"QoGStdTSjan24","Nicaragua 2021","NIC21",4.09
591,"Panama",1970,591,"Panama","PAN",95,"QoGStdTSjan24","Panama 1970","PAN70",4.04
591,"Panama",1971,591,"Panama","PAN",95,"QoGStdTSjan24","Panama 1971","PAN71",3.35
591,"Panama",1972,591,"Panama","PAN",95,"QoGStdTSjan24","Panama 1972","PAN72",3.98
591,"Panama",1973,591,"Panama","PAN",95,"QoGStdTSjan24","Panama 1973","PAN73",3.49
591,"Panama",1974,591,"Panama","PAN",95,"QoGStdTSjan24","Panama 1974","PAN74",3.82
591,"Panama",1975,591,"Panama","PAN",95,"QoGStdTSjan24","Panama 1975","PAN75",4.15
591,"Panama",1976,591,"Panama","PAN",95,"QoGStdTSjan24","Panama 1976","PAN76",4.31
591,"Panama",1977,591,"Panama","PAN",95,"QoGStdTSjan24","Panama 1977","PAN77",4.28
591,"Panama",1978,591,"Panama","PAN",95,"QoGStdTSjan24","Panama 1978","PAN78",3.61
591,"Panama",1979,591,"Panama","PAN",95,"QoGStdTSjan24","Panama 1979","PAN79",3.64
591,"Panama",1980,591,"Panama","PAN",95,"QoGStdTSjan24","Panama 1980","PAN80",3.54
591,"Panama",1981,591,"Panama","PAN",95,"QoGStdTSjan24","Panama 1981","PAN81",3.43
591,"Panama",1982,591,"Panama","PAN",95,"QoGStdTSjan24","Panama 1982","PAN82",3.42
591,"Panama",1983,591,"Panama","PAN",95,"QoGStdTSjan24","Panama 1983","PAN83",3.55
591,"Panama",1984,591,"Panama","PAN",95,"QoGStdTSjan24","Panama 1984","PAN84",3.47
591,"Panama",1985,591,"Panama","PAN",95,"QoGStdTSjan24","Panama 1985","PAN85",3.52
591,"Panama",1986,591,"Panama","PAN",95,"QoGStdTSjan24","Panama 1986","PAN86",3.35
591,"Panama",1987,591,"Panama","PAN",95,"QoGStdTSjan24","Panama 1987","PAN87",3.87
591,"Panama",1994,591,"Panama","PAN",95,"QoGStdTSjan24","Panama 1994","PAN94",3.47
591,"Panama",1995,591,"Panama","PAN",95,"QoGStdTSjan24","Panama 1995","PAN95",3.95
591,"Panama",1996,591,"Panama","PAN",95,"QoGStdTSjan24","Panama 1996","PAN96",4.09
591,"Panama",1997,591,"Panama","PAN",95,"QoGStdTSjan24","Panama 1997","PAN97",3.85
591,"Panama",1999,591,"Panama","PAN",95,"QoGStdTSjan24","Panama 1999","PAN99",4.57
591,"Panama",2000,591,"Panama","PAN",95,"QoGStdTSjan24","Panama 2000","PAN00",4.76
591,"Panama",2001,591,"Panama","PAN",95,"QoGStdTSjan24","Panama 2001","PAN01",4.11
591,"Panama",2002,591,"Panama","PAN",95,"QoGStdTSjan24","Panama 2002","PAN02",4.19
591,"Panama",2003,591,"Panama","PAN",95,"QoGStdTSjan24","Panama 2003","PAN03",4.17
591,"Panama",2004,591,"Panama","PAN",95,"QoGStdTSjan24","Panama 2004","PAN04",3.58
591,"Panama",2008,591,"Panama","PAN",95,"QoGStdTSjan24","Panama 2008","PAN08",3.5
591,"Panama",2011,591,"Panama","PAN",95,"QoGStdTSjan24","Panama 2011","PAN11",3.16
591,"Panama",2014,591,"Panama","PAN",95,"QoGStdTSjan24","Panama 2014","PAN14",2.82
591,"Panama",2015,591,"Panama","PAN",95,"QoGStdTSjan24","Panama 2015","PAN15",3.03
591,"Panama",2016,591,"Panama","PAN",95,"QoGStdTSjan24","Panama 2016","PAN16",3.08
591,"Panama",2017,591,"Panama","PAN",95,"QoGStdTSjan24","Panama 2017","PAN17",2.98
591,"Panama",2018,591,"Panama","PAN",95,"QoGStdTSjan24","Panama 2018","PAN18",2.91
591,"Panama",2019,591,"Panama","PAN",95,"QoGStdTSjan24","Panama 2019","PAN19",3.09
591,"Panama",2020,591,"Panama","PAN",95,"QoGStdTSjan24","Panama 2020","PAN20",3.62
591,"Panama",2021,591,"Panama","PAN",95,"QoGStdTSjan24","Panama 2021","PAN21",3.27
591,"Panama",2022,591,"Panama","PAN",95,"QoGStdTSjan24","Panama 2022","PAN22",3.89
600,"Paraguay",1970,600,"Paraguay","PRY",150,"QoGStdTSjan24","Paraguay 1970","PRY70",2.11
600,"Paraguay",1971,600,"Paraguay","PRY",150,"QoGStdTSjan24","Paraguay 1971","PRY71",2.27
600,"Paraguay",1985,600,"Paraguay","PRY",150,"QoGStdTSjan24","Paraguay 1985","PRY85",1.4
600,"Paraguay",1990,600,"Paraguay","PRY",150,"QoGStdTSjan24","Paraguay 1990","PRY90",1.04
600,"Paraguay",1998,600,"Paraguay","PRY",150,"QoGStdTSjan24","Paraguay 1998","PRY98",4.2
600,"Paraguay",1999,600,"Paraguay","PRY",150,"QoGStdTSjan24","Paraguay 1999","PRY99",4.23
600,"Paraguay",2000,600,"Paraguay","PRY",150,"QoGStdTSjan24","Paraguay 2000","PRY00",4.23
600,"Paraguay",2001,600,"Paraguay","PRY",150,"QoGStdTSjan24","Paraguay 2001","PRY01",3.83
600,"Paraguay",2002,600,"Paraguay","PRY",150,"QoGStdTSjan24","Paraguay 2002","PRY02",3.41
600,"Paraguay",2003,600,"Paraguay","PRY",150,"QoGStdTSjan24","Paraguay 2003","PRY03",3.38
600,"Paraguay",2004,600,"Paraguay","PRY",150,"QoGStdTSjan24","Paraguay 2004","PRY04",2.87
600,"Paraguay",2007,600,"Paraguay","PRY",150,"QoGStdTSjan24","Paraguay 2007","PRY07",2.74
600,"Paraguay",2010,600,"Paraguay","PRY",150,"QoGStdTSjan24","Paraguay 2010","PRY10",2.77
600,"Paraguay",2011,600,"Paraguay","PRY",150,"QoGStdTSjan24","Paraguay 2011","PRY11",3.69
600,"Paraguay",2012,600,"Paraguay","PRY",150,"QoGStdTSjan24","Paraguay 2012","PRY12",3.67
600,"Paraguay",2013,600,"Paraguay","PRY",150,"QoGStdTSjan24","Paraguay 2013","PRY13",2.68
600,"Paraguay",2014,600,"Paraguay","PRY",150,"QoGStdTSjan24","Paraguay 2014","PRY14",2.6
600,"Paraguay",2015,600,"Paraguay","PRY",150,"QoGStdTSjan24","Paraguay 2015","PRY15",3.33
600,"Paraguay",2016,600,"Paraguay","PRY",150,"QoGStdTSjan24","Paraguay 2016","PRY16",3.43
600,"Paraguay",2017,600,"Paraguay","PRY",150,"QoGStdTSjan24","Paraguay 2017","PRY17",3.09
600,"Paraguay",2018,600,"Paraguay","PRY",150,"QoGStdTSjan24","Paraguay 2018","PRY18",3.3
600,"Paraguay",2019,600,"Paraguay","PRY",150,"QoGStdTSjan24","Paraguay 2019","PRY19",3.49
600,"Paraguay",2020,600,"Paraguay","PRY",150,"QoGStdTSjan24","Paraguay 2020","PRY20",3.94
600,"Paraguay",2021,600,"Paraguay","PRY",150,"QoGStdTSjan24","Paraguay 2021","PRY21",3.41
600,"Paraguay",2022,600,"Paraguay","PRY",150,"QoGStdTSjan24","Paraguay 2022","PRY22",3.64
604,"Peru",1973,604,"Peru","PER",135,"QoGStdTSjan24","Peru 1973","PER73",3.39
604,"Peru",1996,604,"Peru","PER",135,"QoGStdTSjan24","Peru 1996","PER96",3.12
604,"Peru",1998,604,"Peru","PER",135,"QoGStdTSjan24","Peru 1998","PER98",3.28
604,"Peru",1999,604,"Peru","PER",135,"QoGStdTSjan24","Peru 1999","PER99",3.44
604,"Peru",2000,604,"Peru","PER",135,"QoGStdTSjan24","Peru 2000","PER00",3.23
604,"Peru",2001,604,"Peru","PER",135,"QoGStdTSjan24","Peru 2001","PER01",3.04
604,"Peru",2002,604,"Peru","PER",135,"QoGStdTSjan24","Peru 2002","PER02",2.82
604,"Peru",2003,604,"Peru","PER",135,"QoGStdTSjan24","Peru 2003","PER03",2.94
604,"Peru",2004,604,"Peru","PER",135,"QoGStdTSjan24","Peru 2004","PER04",2.96
604,"Peru",2005,604,"Peru","PER",135,"QoGStdTSjan24","Peru 2005","PER05",2.84
604,"Peru",2006,604,"Peru","PER",135,"QoGStdTSjan24","Peru 2006","PER06",2.65
604,"Peru",2007,604,"Peru","PER",135,"QoGStdTSjan24","Peru 2007","PER07",2.63
604,"Peru",2008,604,"Peru","PER",135,"QoGStdTSjan24","Peru 2008","PER08",2.87
604,"Peru",2009,604,"Peru","PER",135,"QoGStdTSjan24","Peru 2009","PER09",3.14
604,"Peru",2010,604,"Peru","PER",135,"QoGStdTSjan24","Peru 2010","PER10",2.87
604,"Peru",2011,604,"Peru","PER",135,"QoGStdTSjan24","Peru 2011","PER11",2.66
604,"Peru",2012,604,"Peru","PER",135,"QoGStdTSjan24","Peru 2012","PER12",2.92
604,"Peru",2013,604,"Peru","PER",135,"QoGStdTSjan24","Peru 2013","PER13",3.3
604,"Peru",2014,604,"Peru","PER",135,"QoGStdTSjan24","Peru 2014","PER14",3.7
604,"Peru",2015,604,"Peru","PER",135,"QoGStdTSjan24","Peru 2015","PER15",3.97
604,"Peru",2016,604,"Peru","PER",135,"QoGStdTSjan24","Peru 2016","PER16",3.81
604,"Peru",2017,604,"Peru","PER",135,"QoGStdTSjan24","Peru 2017","PER17",3.93
604,"Peru",2018,604,"Peru","PER",135,"QoGStdTSjan24","Peru 2018","PER18",3.71
604,"Peru",2019,604,"Peru","PER",135,"QoGStdTSjan24","Peru 2019","PER19",3.82
604,"Peru",2020,604,"Peru","PER",135,"QoGStdTSjan24","Peru 2020","PER20",4.25
604,"Peru",2021,604,"Peru","PER",135,"QoGStdTSjan24","Peru 2021","PER21",3.97
604,"Peru",2022,604,"Peru","PER",135,"QoGStdTSjan24","Peru 2022","PER22",3.89
858,"Uruguay",1979,858,"Uruguay","URY",165,"QoGStdTSjan24","Uruguay 1979","URY79",1.99
858,"Uruguay",1980,858,"Uruguay","URY",165,"QoGStdTSjan24","Uruguay 1980","URY80",2.16
858,"Uruguay",1984,858,"Uruguay","URY",165,"QoGStdTSjan24","Uruguay 1984","URY84",2.37
858,"Uruguay",1985,858,"Uruguay","URY",165,"QoGStdTSjan24","Uruguay 1985","URY85",2.57
858,"Uruguay",1986,858,"Uruguay","URY",165,"QoGStdTSjan24","Uruguay 1986","URY86",3.1
858,"Uruguay",1991,858,"Uruguay","URY",165,"QoGStdTSjan24","Uruguay 1991","URY91",2.48
858,"Uruguay",1992,858,"Uruguay","URY",165,"QoGStdTSjan24","Uruguay 1992","URY92",2.41
858,"Uruguay",1994,858,"Uruguay","URY",165,"QoGStdTSjan24","Uruguay 1994","URY94",2.27
858,"Uruguay",1995,858,"Uruguay","URY",165,"QoGStdTSjan24","Uruguay 1995","URY95",2.52
858,"Uruguay",1996,858,"Uruguay","URY",165,"QoGStdTSjan24","Uruguay 1996","URY96",2.87
858,"Uruguay",1998,858,"Uruguay","URY",165,"QoGStdTSjan24","Uruguay 1998","URY98",2.24
858,"Uruguay",2000,858,"Uruguay","URY",165,"QoGStdTSjan24","Uruguay 2000","URY00",2.42
858,"Uruguay",2001,858,"Uruguay","URY",165,"QoGStdTSjan24","Uruguay 2001","URY01",2.8
858,"Uruguay",2002,858,"Uruguay","URY",165,"QoGStdTSjan24","Uruguay 2002","URY02",2.32
858,"Uruguay",2003,858,"Uruguay","URY",165,"QoGStdTSjan24","Uruguay 2003","URY03",2.07
858,"Uruguay",2004,858,"Uruguay","URY",165,"QoGStdTSjan24","Uruguay 2004","URY04",2.5
858,"Uruguay",2005,858,"Uruguay","URY",165,"QoGStdTSjan24","Uruguay 2005","URY05",2.71
858,"Uruguay",2006,858,"Uruguay","URY",165,"QoGStdTSjan24","Uruguay 2006","URY06",2.86
858,"Uruguay",2011,858,"Uruguay","URY",165,"QoGStdTSjan24","Uruguay 2011","URY11",4.15
858,"Uruguay",2012,858,"Uruguay","URY",165,"QoGStdTSjan24","Uruguay 2012","URY12",4.09
858,"Uruguay",2013,858,"Uruguay","URY",165,"QoGStdTSjan24","Uruguay 2013","URY13",4.24
858,"Uruguay",2014,858,"Uruguay","URY",165,"QoGStdTSjan24","Uruguay 2014","URY14",4.27
858,"Uruguay",2015,858,"Uruguay","URY",165,"QoGStdTSjan24","Uruguay 2015","URY15",4.21
858,"Uruguay",2016,858,"Uruguay","URY",165,"QoGStdTSjan24","Uruguay 2016","URY16",4.36
858,"Uruguay",2017,858,"Uruguay","URY",165,"QoGStdTSjan24","Uruguay 2017","URY17",4.42
858,"Uruguay",2018,858,"Uruguay","URY",165,"QoGStdTSjan24","Uruguay 2018","URY18",4.61
858,"Uruguay",2019,858,"Uruguay","URY",165,"QoGStdTSjan24","Uruguay 2019","URY19",4.64
858,"Uruguay",2020,858,"Uruguay","URY",165,"QoGStdTSjan24","Uruguay 2020","URY20",4.54
858,"Uruguay",2021,858,"Uruguay","URY",165,"QoGStdTSjan24","Uruguay 2021","URY21",4.41
858,"Uruguay",2022,858,"Uruguay","URY",165,"QoGStdTSjan24","Uruguay 2022","URY22",4.37
